"trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","PID","START_TIME","trial","responses","view_history","x","y","actor","target_emotion"
"html-keyboard-response","758","3020217","0.0-14.0-0.135","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","759","3025571","0.0-14.0-1.135","","","","","","","","","","","",""
"image-keyboard-response","760","3026085","0.0-14.0-2.135","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","761","3027333","0.0-14.0-3.135","1054.300000011921","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","-76","-59","",""
"html-button-response","762","3182263","0.0-15.0","154927.90000003576","You have completed the first part of the experiment.<br> Please take a five-minute break before moving on to the next trial.<p> Feel free to walk around the room and stretch. Just please make sure to get back<br> in 5 minutes. Press <b>Continue</b> to proceed with the experiment.<p><span id=""clock"">5:00</span>","0","","","","","","","","",""
"instructions","763","3207686","0.0-16.0-0.0","25421.399999976158","","","","","","","[{""page_index"":0,""viewing_time"":7775.599999964237},{""page_index"":1,""viewing_time"":3210.2000000476837},{""page_index"":2,""viewing_time"":1644.699999988079},{""page_index"":3,""viewing_time"":4895.699999988079},{""page_index"":4,""viewing_time"":7894.699999988079}]","","","",""
"html-keyboard-response","764","3208691","0.0-16.0-1.0","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","765","3213594","0.0-16.0-2.0","","","","","","","","","","","",""
"image-keyboard-response","766","3214104","0.0-16.0-3.0","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","767","3216072","0.0-16.0-4.0","1964.3999999761581","","worried","","","tom-labels","","","","","12","Doubtful"
"html-button-response","768","3218078","0.0-17.0","2005.4000000357628","<div style=""width: 1000px; height: 45px""><p>You will now be shown a series of short videos. Please select the label that best describes the emotion that the face was showing. Please provide one best guess for each item. Starting now, your responses will be recorded.</p><p>Click <strong>Continue</strong> to start. Good luck!</p></div>","0","","","false","","","","","",""
"html-keyboard-response","769","3219087","0.0-18.0-0.0","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","770","3224061","0.0-18.0-1.0","","","","","","","","","","","",""
"image-keyboard-response","771","3224568","0.0-18.0-2.0","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","772","3225881","0.0-18.0-3.0","1311.800000011921","","disappointed","","","tom-labels","","","","","2","disappointed"
"html-keyboard-response","773","3226890","0.0-18.0-0.1","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","774","3231983","0.0-18.0-1.1","","","","","","","","","","","",""
"image-keyboard-response","775","3232494","0.0-18.0-2.1","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","776","3235118","0.0-18.0-3.1","2623.199999988079","","nervous","","","tom-labels","","","","","2","nervous"
"html-keyboard-response","777","3236128","0.0-18.0-0.2","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","778","3240368","0.0-18.0-1.2","","","","","","","","","","","",""
"image-keyboard-response","779","3240873","0.0-18.0-2.2","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","780","3246074","0.0-18.0-3.2","5199.799999952316","","satisfied","","","tom-labels","","","","","8","satisfied"
"html-keyboard-response","781","3247081","0.0-18.0-0.3","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","782","3252293","0.0-18.0-1.3","","","","","","","","","","","",""
"image-keyboard-response","783","3252797","0.0-18.0-2.3","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","784","3254141","0.0-18.0-3.3","1342.199999988079","","upset","","","tom-labels","","","","","2","upset"
"html-keyboard-response","785","3255151","0.0-18.0-0.4","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","786","3260282","0.0-18.0-1.4","","","","","","","","","","","",""
"image-keyboard-response","787","3260784","0.0-18.0-2.4","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","788","3263065","0.0-18.0-3.4","2280.900000035763","","assertive","","","tom-labels","","","","","2","assertive"
"html-keyboard-response","789","3264076","0.0-18.0-0.5","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","790","3268649","0.0-18.0-1.5","","","","","","","","","","","",""
"image-keyboard-response","791","3269161","0.0-18.0-2.5","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","792","3272590","0.0-18.0-3.5","3427.599999964237","","aghast","","","tom-labels","","","","","2","aghast"
"html-keyboard-response","793","3273603","0.0-18.0-0.6","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","794","3278593","0.0-18.0-1.6","","","","","","","","","","","",""
"image-keyboard-response","795","3279095","0.0-18.0-2.6","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","796","3280123","0.0-18.0-3.6","1027.199999988079","","arrogant","","","tom-labels","","","","","2","arrogant"
"html-keyboard-response","797","3281134","0.0-18.0-0.7","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","798","3285820","0.0-18.0-1.7","","","","","","","","","","","",""
"image-keyboard-response","799","3286326","0.0-18.0-2.7","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","800","3287460","0.0-18.0-3.7","1133.6000000238419","","impatient","","","tom-labels","","","","","8","impatient"
"html-keyboard-response","801","3288470","0.0-18.0-0.8","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","802","3292857","0.0-18.0-1.8","","","","","","","","","","","",""
"image-keyboard-response","803","3293360","0.0-18.0-2.8","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","804","3295518","0.0-18.0-3.8","2156.800000011921","","insulting","","","tom-labels","","","","","8","insulting"
"html-keyboard-response","805","3296525","0.0-18.0-0.9","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","806","3301514","0.0-18.0-1.9","","","","","","","","","","","",""
"image-keyboard-response","807","3302029","0.0-18.0-2.9","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","808","3303192","0.0-18.0-3.9","1160.6000000238419","","relieved","","","tom-labels","","","","","2","relieved"
"html-keyboard-response","809","3304197","0.0-18.0-0.10","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","810","3309229","0.0-18.0-1.10","","","","","","","","","","","",""
"image-keyboard-response","811","3309734","0.0-18.0-2.10","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","812","3310820","0.0-18.0-3.10","1085","","fantasizing","","","tom-labels","","","","","8","fantasizing"
"html-keyboard-response","813","3311828","0.0-18.0-0.11","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","814","3316849","0.0-18.0-1.11","","","","","","","","","","","",""
"image-keyboard-response","815","3317351","0.0-18.0-2.11","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","816","3318915","0.0-18.0-3.11","1563","","accusing","","","tom-labels","","","","","2","accusing"
"html-keyboard-response","817","3319924","0.0-18.0-0.12","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","818","3324399","0.0-18.0-1.12","","","","","","","","","","","",""
"image-keyboard-response","819","3324906","0.0-18.0-2.12","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","820","3325898","0.0-18.0-3.12","990.5","","baffled","","","tom-labels","","","","","8","baffled"
"html-keyboard-response","821","3326907","0.0-18.0-0.13","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","822","3331142","0.0-18.0-1.13","","","","","","","","","","","",""
"image-keyboard-response","823","3331648","0.0-18.0-2.13","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","824","3332906","0.0-18.0-3.13","1256.7999999523163","","flirtatious","","","tom-labels","","","","","8","flirtatious"
"html-keyboard-response","825","3333912","0.0-18.0-0.14","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","826","3339136","0.0-18.0-1.14","","","","","","","","","","","",""
"image-keyboard-response","827","3339637","0.0-18.0-2.14","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","828","3340582","0.0-18.0-3.14","944","","hostile","","","tom-labels","","","","","2","hostile"
"html-keyboard-response","829","3341590","0.0-18.0-0.15","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","830","3346546","0.0-18.0-1.15","","","","","","","","","","","",""
"image-keyboard-response","831","3347059","0.0-18.0-2.15","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","832","3348194","0.0-18.0-3.15","1134","","comforting","","","tom-labels","","","","","2","comforting"
"html-keyboard-response","833","3349205","0.0-18.0-0.16","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","834","3353587","0.0-18.0-1.16","","","","","","","","","","","",""
"image-keyboard-response","835","3354089","0.0-18.0-2.16","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","836","3354540","0.0-18.0-3.16","450.10000002384186","","hateful","","","tom-labels","","","","","8","horrified"
"html-keyboard-response","837","3355543","0.0-18.0-0.17","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","838","3360686","0.0-18.0-1.17","","","","","","","","","","","",""
"image-keyboard-response","839","3361195","0.0-18.0-2.17","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","840","3362920","0.0-18.0-3.17","1723.6000000238419","","satisfied","","","tom-labels","","","","","2","suspicious"
"html-keyboard-response","841","3363926","0.0-18.0-0.18","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","842","3368427","0.0-18.0-1.18","","","","","","","","","","","",""
"image-keyboard-response","843","3368931","0.0-18.0-2.18","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","844","3369948","0.0-18.0-3.18","1016.6999999880791","","sympathetic","","","tom-labels","","","","","8","irritated"
"html-keyboard-response","845","3370954","0.0-18.0-0.19","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","846","3375990","0.0-18.0-1.19","","","","","","","","","","","",""
"image-keyboard-response","847","3376493","0.0-18.0-2.19","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","848","3377908","0.0-18.0-3.19","1413.800000011921","","guilty","","","tom-labels","","","","","2","guilty"
"html-keyboard-response","849","3378913","0.0-19.0-0.0","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","850","3383436","0.0-19.0-1.0","","","","","","","","","","","",""
"image-keyboard-response","851","3383938","0.0-19.0-2.0","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","852","3387287","0.0-19.0-3.0","3348.699999988079","","annoyed","","","attention-check","","","","","2","aghast"
"html-keyboard-response","853","3388297","0.0-21.0-0.0","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","854","3392709","0.0-21.0-1.0","","","","","","","","","","","",""
"image-keyboard-response","855","3393212","0.0-21.0-2.0","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","856","3394548","0.0-21.0-3.0","1334.699999988079","","enthused","","","tom-labels","","","","","8","enthused"
"html-keyboard-response","857","3395559","0.0-21.0-0.1","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","858","3400635","0.0-21.0-1.1","","","","","","","","","","","",""
"image-keyboard-response","859","3401138","0.0-21.0-2.1","null","stimuli/noise_texture.png","null","","","","","","","","",""
"custom-labels-response","860","3403409","0.0-21.0-3.1","2270.300000011921","","entertained","","","tom-labels","","","","","2","entertained"
"html-keyboard-response","861","3404418","0.0-21.0-0.2","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","862","3409005","0.0-21.0-1.2","","","","","","","","","","","",""
